X1,X2,Y
-1.0,-1.0,-0.20985509191010276
-0.9797979797979798,-1.0,0.08780862003026321
-0.9595959595959596,-1.0,0.05152944783428601
-0.9393939393939394,-1.0,-0.3593588462056473
-0.9191919191919192,-1.0,-0.16618807109618897
-0.898989898989899,-1.0,-0.0550249906472422
-0.8787878787878788,-1.0,-0.40310886954240693
-0.8585858585858586,-1.0,-0.10338218186068487
-0.8383838383838383,-1.0,-0.725033274864163
-0.8181818181818181,-1.0,-0.11804955363508746
-0.797979797979798,-1.0,-0.4288124594544913
-0.7777777777777778,-1.0,-0.325657925036548
-0.7575757575757576,-1.0,-0.5072549814197066
-0.7373737373737373,-1.0,-0.7215736041706251
-0.7171717171717171,-1.0,-0.18143459394295836
-0.696969696969697,-1.0,-0.36359612382178763
-0.6767676767676767,-1.0,-0.5793210697431255
-0.6565656565656566,-1.0,-0.5299908205877866
-0.6363636363636364,-1.0,-0.7971327058338735
-0.6161616161616161,-1.0,-0.48351582511346947
-0.5959595959595959,-1.0,-0.38391224796449525
-0.5757575757575757,-1.0,-0.6737386483866507
-0.5555555555555556,-1.0,-0.9330209588110929
-0.5353535353535352,-1.0,-0.9991275372483663
-0.5151515151515151,-1.0,-0.5046189865415529
-0.4949494949494949,-1.0,-0.7657022854870217
-0.4747474747474747,-1.0,-1.0736290536487367
-0.4545454545454545,-1.0,-0.8074714522897424
-0.43434343434343425,-1.0,-0.4922472279394088
-0.41414141414141414,-1.0,-0.929105592061747
-0.3939393939393939,-1.0,-0.9924114360004219
-0.3737373737373737,-1.0,-0.7371178740272742
-0.3535353535353535,-1.0,-0.700129635625735
-0.33333333333333326,-1.0,-0.8625942082928271
-0.31313131313131304,-1.0,-0.8037059435677922
-0.2929292929292928,-1.0,-0.9344004445107565
-0.2727272727272727,-1.0,-0.9416863254250923
-0.2525252525252525,-1.0,-0.7036104565372747
-0.23232323232323226,-1.0,-0.6830558515511425
-0.21212121212121204,-1.0,-1.1838190036745992
-0.19191919191919182,-1.0,-0.8098928584528379
-0.1717171717171716,-1.0,-0.7578977557777429
-0.1515151515151515,-1.0,-0.9703412725370548
-0.13131313131313127,-1.0,-0.5753633578803009
-0.11111111111111105,-1.0,-1.1463559073153795
-0.09090909090909083,-1.0,-1.0743461295592402
-0.07070707070707061,-1.0,-0.6611241649123691
-0.050505050505050386,-1.0,-0.7734341997290657
-0.030303030303030276,-1.0,-0.8354918509354319
-0.010101010101010055,-1.0,-0.9944940154289219
0.010101010101010166,-1.0,-1.454827797818889
0.030303030303030498,-1.0,-1.272684233651838
0.05050505050505061,-1.0,-1.1641260327337113
0.07070707070707072,-1.0,-1.0598320034814337
0.09090909090909105,-1.0,-1.0104835291634604
0.11111111111111116,-1.0,-1.344499058216344
0.1313131313131315,-1.0,-0.9705279380927303
0.1515151515151516,-1.0,-1.0717054668370718
0.1717171717171717,-1.0,-0.746119764893034
0.19191919191919204,-1.0,-1.090339400029891
0.21212121212121215,-1.0,-0.9956843026877071
0.2323232323232325,-1.0,-1.046406769592415
0.2525252525252526,-1.0,-1.1057144554082776
0.27272727272727293,-1.0,-0.7004288963408369
0.29292929292929304,-1.0,-0.6971741247210325
0.31313131313131315,-1.0,-1.217997854169796
0.3333333333333335,-1.0,-0.727635484544009
0.3535353535353536,-1.0,-0.87047848067516
0.3737373737373739,-1.0,-0.7769637520403931
0.39393939393939403,-1.0,-0.6650662599762429
0.41414141414141437,-1.0,-0.8158475500937806
0.4343434343434345,-1.0,-0.7389952958494038
0.4545454545454546,-1.0,-0.9482556496779628
0.4747474747474749,-1.0,-0.8748368916775103
0.49494949494949503,-1.0,-1.0255818470785587
0.5151515151515154,-1.0,-0.7048421037603302
0.5353535353535355,-1.0,-0.3897885516181574
0.5555555555555556,-1.0,-0.6483324834658164
0.5757575757575759,-1.0,-1.0243903884768617
0.595959595959596,-1.0,-0.7021029787243
0.6161616161616164,-1.0,-0.616623277746267
0.6363636363636365,-1.0,-0.6357714787315157
0.6565656565656568,-1.0,-0.8085582817545681
0.6767676767676769,-1.0,-0.5318834977933442
0.696969696969697,-1.0,-0.8206999506158099
0.7171717171717173,-1.0,-0.8547729265092121
0.7373737373737375,-1.0,-0.48085080176057937
0.7575757575757578,-1.0,-0.6884737436066928
0.7777777777777779,-1.0,-0.5463510775287638
0.7979797979797982,-1.0,-0.1832761916061501
0.8181818181818183,-1.0,-0.10797304681817457
0.8383838383838385,-1.0,-0.4128926305072792
0.8585858585858588,-1.0,-0.34791781190855253
0.8787878787878789,-1.0,-0.27018824065079833
0.8989898989898992,-1.0,-0.16199924928684512
0.9191919191919193,-1.0,-0.32265305522013166
0.9393939393939394,-1.0,-0.4934953891337534
0.9595959595959598,-1.0,-0.16006327399074372
0.9797979797979799,-1.0,0.05111378792916699
1.0,-1.0,0.00904791257233504
-1.0,-0.9797979797979798,-0.09211644278458433
-0.9797979797979798,-0.9797979797979798,-0.2261908573496422
-0.9595959595959596,-0.9797979797979798,-0.23907208054153697
-0.9393939393939394,-0.9797979797979798,-0.13144457075654414
-0.9191919191919192,-0.9797979797979798,-0.2052898891616351
-0.898989898989899,-0.9797979797979798,-0.1491140264905888
-0.8787878787878788,-0.9797979797979798,-0.07099820419196713
-0.8585858585858586,-0.9797979797979798,-0.1266162236083394
-0.8383838383838383,-0.9797979797979798,-0.5646749551579711
-0.8181818181818181,-0.9797979797979798,-0.2244200500986278
-0.797979797979798,-0.9797979797979798,0.010227844301937405
-0.7777777777777778,-0.9797979797979798,-0.28374485863080423
-0.7575757575757576,-0.9797979797979798,-0.16126151224067778
